timestamp,payment_id,amount,country_risk_score,failed_logins,transaction_hour,is_new_device,fraud_probability
2026-02-02T18:16:19.286870,18,1800,0.21,2,11,1,0.72
2026-02-02T18:16:22.272190,19,900,0.24,0,22,0,0.23
2026-02-02T18:16:25.276453,20,500,0.7,1,3,0,0.72
2026-02-02T18:16:28.275409,21,2500,0.41,0,9,1,0.67
2026-02-02T18:16:31.276609,22,200,0.41,2,5,0,0.66
2026-02-02T18:16:34.279407,23,2500,0.69,5,20,1,0.99
2026-02-02T18:16:37.284456,24,900,0.15,0,6,0,0.24
2026-02-02T18:16:40.294830,25,900,0.58,2,21,1,0.98
2026-02-02T18:16:43.284428,26,1800,0.11,3,20,0,0.48
2026-02-02T18:16:46.286309,27,200,0.96,6,2,1,0.99
2026-02-02T18:16:49.286841,28,200,0.69,5,12,1,0.98
2026-02-02T18:16:52.286684,29,1200,0.54,2,15,0,0.73
2026-02-02T18:16:55.289132,30,2500,0.4,3,6,1,0.8
2026-02-02T18:16:58.288610,31,2500,0.25,5,3,0,0.49
2026-02-02T18:17:01.292859,32,200,0.89,2,7,1,0.97
2026-02-02T18:17:04.290884,33,900,0.68,3,14,1,0.99
2026-02-02T18:17:07.293116,34,500,0.27,5,16,0,0.48
2026-02-02T18:17:10.300550,35,200,0.79,0,18,1,0.73
2026-02-02T18:17:13.299488,36,2500,0.31,6,8,1,0.73
2026-02-02T18:17:16.298268,37,1200,0.87,5,22,1,0.99
2026-02-02T18:17:19.299821,38,500,0.7,1,19,1,0.96
2026-02-02T18:17:22.320771,39,500,0.29,1,9,1,0.7
2026-02-02T18:17:25.302609,40,900,0.86,1,0,0,0.72
2026-02-02T18:17:28.302686,41,900,0.42,6,19,0,0.67
2026-02-02T18:17:31.306956,42,200,0.44,0,7,0,0.42
2026-02-02T18:17:34.307940,43,1800,0.78,6,22,1,0.99
2026-02-02T18:17:37.309283,44,2500,0.52,3,16,0,0.74
2026-02-02T18:17:40.313179,45,2500,0.24,2,12,0,0.47
2026-02-02T18:17:43.312516,46,1800,0.59,2,10,0,0.73
2026-02-02T18:17:46.312150,47,1200,0.49,4,19,1,0.97
2026-02-02T18:17:49.315257,48,500,0.64,6,18,1,0.99
2026-02-02T18:17:52.312872,49,900,0.6,0,15,1,0.74
2026-02-02T18:17:55.321535,50,1800,0.18,1,18,0,0.45
2026-02-02T18:17:58.319076,51,500,0.18,1,13,1,0.7
2026-02-02T18:18:01.319017,52,1800,0.91,1,8,1,0.96
2026-02-02T18:18:04.318716,53,900,0.84,1,3,1,0.97
2026-02-02T18:18:07.323179,54,200,0.66,3,20,1,0.98
2026-02-02T18:18:10.325423,55,900,0.59,0,23,1,0.74
2026-02-02T18:18:13.325813,56,1800,0.9,1,19,1,0.96
2026-02-02T18:18:16.324996,57,500,0.8,4,4,1,1.0
2026-02-02T18:18:19.326949,58,500,0.7,0,16,0,0.49
2026-02-02T18:18:22.336756,59,500,0.58,4,12,1,0.99
2026-02-02T18:18:25.333698,60,200,0.25,6,15,0,0.47
2026-02-02T18:18:28.333554,61,900,0.66,4,8,0,0.74
2026-02-02T18:18:31.340386,62,1200,0.66,0,2,1,0.75
2026-02-02T18:18:34.343102,63,1800,0.26,6,7,0,0.48
2026-02-02T18:18:37.335521,64,900,0.71,5,10,1,0.99
2026-02-02T18:18:40.340686,65,900,0.27,6,17,1,0.73
2026-02-02T18:18:43.343694,66,900,0.42,6,17,0,0.67
2026-02-02T18:18:46.343723,67,2500,0.96,3,8,1,0.99
2026-02-02T18:18:49.341650,68,2500,0.82,2,18,1,0.98
2026-02-02T18:18:52.346722,69,200,0.17,5,6,1,0.73
2026-02-02T18:18:55.354271,70,500,0.92,1,11,0,0.71
2026-02-02T18:18:58.348898,71,200,0.68,5,17,0,0.73
2026-02-02T18:19:01.345052,72,1200,0.74,1,19,0,0.71
2026-02-02T18:19:04.347102,73,2500,0.62,3,5,0,0.75
2026-02-02T18:19:07.350651,74,200,0.23,6,0,0,0.48
2026-02-02T18:19:10.353970,75,1800,0.89,1,10,1,0.96
2026-02-02T18:19:13.353139,76,1800,0.58,1,19,0,0.71
2026-02-02T18:19:16.351418,77,1800,0.83,6,9,0,0.74
2026-02-02T18:19:19.368083,78,1200,0.19,1,4,0,0.46
2026-02-02T18:19:22.357382,79,1800,0.7,2,1,0,0.74
2026-02-02T18:19:25.360333,80,1800,0.43,1,21,0,0.65
2026-02-02T18:19:28.368695,81,1200,0.44,6,9,0,0.68
2026-02-02T18:19:31.366620,82,500,0.78,4,23,1,0.99
2026-02-02T18:19:34.363509,83,200,0.81,2,20,1,0.97
2026-02-02T18:19:37.363996,84,200,0.3,4,22,1,0.72
2026-02-02T18:19:40.366219,85,1800,0.63,5,21,0,0.74
2026-02-02T18:19:43.370876,86,200,0.63,5,15,1,0.98
2026-02-02T18:19:46.385609,87,200,0.47,0,3,0,0.47
2026-02-02T18:19:49.389910,88,200,0.38,4,15,1,0.78
2026-02-02T18:19:52.373864,89,900,0.42,5,22,1,0.92
2026-02-02T18:19:55.373198,90,2500,0.34,4,7,0,0.48
2026-02-02T18:19:58.375702,91,2500,0.11,1,16,1,0.7
2026-02-02T18:20:01.376210,92,900,0.43,5,23,1,0.93
2026-02-02T18:20:04.382315,93,1800,0.2,5,19,0,0.48
2026-02-02T18:20:07.393239,94,900,0.55,5,6,0,0.75
2026-02-02T18:20:10.383352,95,200,0.14,1,5,0,0.45
2026-02-02T18:20:13.388607,96,2500,0.62,3,21,0,0.74
2026-02-02T18:20:16.393549,97,1200,0.6,4,4,0,0.75
2026-02-02T18:20:19.387025,98,900,0.65,6,3,0,0.75
2026-02-02T18:20:22.397825,99,1800,0.36,4,23,1,0.76
2026-02-02T18:20:25.390601,100,1800,0.62,0,1,0,0.5
2026-02-02T18:20:28.399455,101,500,0.64,1,20,1,0.96
2026-02-02T18:20:31.394777,102,900,0.72,2,2,0,0.74
2026-02-02T18:20:34.402761,103,200,0.39,6,3,1,0.79
2026-02-02T18:20:37.407697,104,1800,0.59,1,9,0,0.71
2026-02-02T18:20:40.403089,105,1800,0.64,6,20,0,0.74
2026-02-02T18:20:43.411578,106,200,0.96,2,19,0,0.72
2026-02-02T18:20:46.404905,107,500,0.25,5,9,1,0.73
2026-02-02T18:20:49.402245,108,2500,0.48,4,19,0,0.72
2026-02-02T18:20:52.403712,109,900,0.85,5,8,0,0.74
2026-02-02T18:20:55.415372,110,1200,0.97,6,0,0,0.75
2026-02-02T18:20:58.404434,111,200,0.72,2,17,1,0.97
2026-02-02T18:21:01.409484,112,900,0.6,3,14,0,0.74
2026-02-02T18:21:04.409529,113,500,0.26,3,4,0,0.49
2026-02-02T18:21:07.411317,114,1200,0.98,0,13,1,0.74
2026-02-02T18:21:10.422062,115,2500,0.79,4,20,0,0.74
2026-02-02T18:21:13.424182,116,500,0.54,2,21,1,0.98
2026-02-02T18:21:16.424935,117,900,0.37,0,8,1,0.51
2026-02-02T18:21:19.421697,118,1200,0.59,2,3,0,0.74
2026-02-02T18:21:22.427438,119,1800,0.37,2,2,1,0.76
2026-02-02T18:21:25.419446,120,500,0.79,5,0,0,0.75
2026-02-02T18:21:28.423086,121,500,0.69,1,10,1,0.96
2026-02-02T18:21:31.431322,122,900,0.18,3,13,1,0.73
2026-02-02T18:21:34.426838,123,900,0.28,2,22,0,0.47
2026-02-02T18:21:37.436595,124,900,0.69,5,15,1,0.99
2026-02-02T18:21:40.431126,125,2500,0.7,3,7,1,0.99
2026-02-02T18:21:43.435523,126,2500,0.92,2,4,0,0.74
2026-02-02T18:21:46.436222,127,500,0.79,6,10,0,0.74
2026-02-02T18:21:49.433730,128,200,0.23,4,8,1,0.72
2026-02-02T18:21:52.436260,129,200,0.7,3,7,0,0.73
2026-02-02T18:21:55.440593,130,2500,0.91,6,22,1,0.99
2026-02-02T18:21:58.447494,131,2500,0.12,5,6,1,0.74
2026-02-02T18:22:01.436619,132,1800,0.19,0,4,1,0.49
2026-02-02T18:22:04.454996,133,2500,0.7,5,23,1,0.99
2026-02-02T18:22:07.444543,134,1200,0.54,0,21,1,0.74
2026-02-02T18:22:10.448616,135,500,0.95,4,8,0,0.74
2026-02-02T18:22:13.443098,136,900,0.44,0,10,0,0.43
2026-02-02T18:22:16.450645,137,900,0.43,6,21,0,0.68
2026-02-02T18:22:19.460060,138,200,0.61,3,12,0,0.73
2026-02-02T18:22:22.448213,139,500,0.27,1,21,1,0.7
2026-02-02T18:22:25.467406,140,1800,0.47,5,5,1,0.98
2026-02-02T18:22:28.468989,141,1200,0.24,0,17,1,0.48
2026-02-02T18:22:31.478111,142,1800,0.96,1,9,1,0.96
2026-02-02T18:22:34.472533,143,200,0.16,0,11,0,0.22
2026-02-02T18:22:37.472899,144,200,0.57,4,17,1,0.98
2026-02-02T18:22:40.477060,145,500,0.48,0,12,1,0.72
2026-02-02T18:22:43.476870,146,900,0.3,5,18,0,0.48
2026-02-02T18:22:46.479060,147,2500,0.37,4,4,0,0.52
2026-02-02T18:22:49.481527,148,500,0.79,1,10,1,0.96
2026-02-02T18:22:52.484548,149,1200,0.89,2,16,0,0.73
2026-02-02T18:22:55.471606,150,1800,0.26,1,6,1,0.71
2026-02-02T18:22:58.476132,151,1800,0.9,4,16,0,0.74
2026-02-02T18:23:01.478236,152,500,0.81,1,18,0,0.71
2026-02-02T18:23:04.490870,153,200,0.94,2,2,0,0.73
2026-02-02T18:23:07.492948,154,200,0.38,4,23,0,0.53
2026-02-02T18:23:10.494296,155,2500,0.16,4,14,0,0.48
2026-02-02T18:23:13.503706,156,900,0.65,6,4,0,0.75
2026-02-02T18:23:16.509435,157,200,0.72,6,8,1,0.98
2026-02-02T18:23:19.452278,1,200,0.35,5,13,0,0.47
2026-02-02T18:23:19.495427,158,1200,0.2,1,3,1,0.71
2026-02-02T18:23:22.452484,2,1800,0.79,3,17,0,0.74
2026-02-02T18:23:22.495236,159,2500,0.79,1,5,0,0.72
2026-02-02T18:23:25.463842,3,200,0.58,3,7,1,0.98
2026-02-02T18:23:25.496447,160,1800,0.18,1,4,0,0.46
2026-02-02T18:23:28.460118,4,200,0.35,1,4,1,0.7
2026-02-02T18:23:28.497981,161,900,0.29,5,4,1,0.74
2026-02-02T18:23:31.458190,5,900,0.69,4,22,1,0.99
2026-02-02T18:23:31.498420,162,2500,0.75,5,18,0,0.74
2026-02-02T18:23:34.458944,6,500,0.15,2,12,1,0.72
2026-02-02T18:23:34.499417,163,200,0.54,3,1,1,0.99
2026-02-02T18:23:37.464909,7,1800,0.6,1,11,0,0.71
2026-02-02T18:23:37.503500,164,200,0.35,0,15,0,0.22
2026-02-02T18:23:40.466805,8,900,0.93,4,18,1,0.99
2026-02-02T18:23:40.502675,165,1200,0.88,3,11,1,0.99
2026-02-02T18:23:43.470886,9,200,0.16,4,10,1,0.72
2026-02-02T18:23:43.503639,166,1200,0.82,4,23,0,0.74
2026-02-02T18:23:46.469023,10,900,0.42,2,12,0,0.66
2026-02-02T18:23:46.509535,167,1800,0.77,0,11,0,0.49
2026-02-02T18:23:49.468983,11,900,0.72,5,4,0,0.75
2026-02-02T18:23:49.507956,168,1800,0.44,0,15,1,0.68
2026-02-02T18:23:52.471340,12,500,0.89,1,3,1,0.97
2026-02-02T18:23:52.509871,169,900,0.14,2,19,0,0.47
2026-02-02T18:23:55.471344,13,1800,0.5,4,1,0,0.73
2026-02-02T18:23:55.510646,170,900,0.58,3,7,0,0.74
2026-02-02T18:23:58.477502,14,1200,0.16,4,13,0,0.48
2026-02-02T18:23:58.510864,171,200,0.19,1,19,0,0.44
2026-02-02T18:24:01.473677,15,2500,0.97,3,21,0,0.74
2026-02-02T18:24:01.513053,172,2500,0.86,4,2,1,1.0
2026-02-02T18:24:04.474576,16,500,0.23,5,18,1,0.73
2026-02-02T18:24:04.513592,173,900,0.83,3,23,0,0.74
2026-02-02T18:24:07.484136,17,1800,0.24,2,5,1,0.73
2026-02-02T18:24:07.523449,174,500,0.93,0,23,0,0.49
2026-02-02T18:24:10.483011,18,1200,0.35,3,10,1,0.73
2026-02-02T18:24:10.525604,175,900,0.45,6,3,1,0.94
2026-02-02T18:24:13.478323,19,500,0.17,2,18,0,0.47
2026-02-02T18:24:13.519564,176,2500,0.54,0,22,0,0.49
2026-02-02T18:24:16.480040,20,1800,0.17,1,12,1,0.7
2026-02-02T18:24:16.520202,177,200,0.65,3,8,0,0.73
2026-02-02T18:24:19.484068,21,1800,0.86,5,12,1,0.99
2026-02-02T18:24:19.520723,178,500,0.6,5,18,0,0.74
2026-02-02T18:24:22.485451,22,500,0.52,1,16,0,0.71
2026-02-02T18:24:22.521972,179,1800,0.84,5,17,1,0.99
2026-02-02T18:24:25.483588,23,900,0.95,3,8,0,0.74
2026-02-02T18:24:25.524951,180,200,0.69,6,14,1,0.98
2026-02-02T18:24:28.486184,24,900,0.44,5,8,1,0.93
2026-02-02T18:24:28.523911,181,1200,0.11,6,0,0,0.49
2026-02-02T18:24:31.487471,25,900,0.2,0,2,0,0.24
2026-02-02T18:24:31.525156,182,2500,0.35,1,7,1,0.7
2026-02-02T18:24:34.490086,26,1200,0.55,4,4,1,1.0
2026-02-02T18:24:34.528285,183,2500,0.4,3,13,1,0.79
2026-02-02T18:24:37.495181,27,500,0.43,6,19,0,0.68
2026-02-02T18:24:37.527346,184,1800,0.31,3,21,0,0.48
2026-02-02T18:24:40.492683,28,200,0.71,5,4,1,0.99
2026-02-02T18:24:40.528653,185,1800,0.81,2,23,0,0.73
2026-02-02T18:24:43.494593,29,900,0.89,1,18,1,0.96
2026-02-02T18:24:43.529695,186,1200,0.28,1,18,0,0.45
2026-02-02T18:24:46.494494,30,1800,0.5,0,2,1,0.73
2026-02-02T18:24:46.531096,187,1800,0.99,5,17,1,0.99
2026-02-02T18:24:49.500250,31,2500,0.91,0,18,0,0.49
2026-02-02T18:24:49.531938,188,2500,0.47,3,1,1,0.98
2026-02-02T18:24:52.496564,32,200,0.34,1,1,0,0.45
2026-02-02T18:24:52.533274,189,500,0.25,6,14,0,0.48
2026-02-02T18:24:55.501854,33,1200,0.84,6,12,1,0.99
2026-02-02T18:24:55.533987,190,500,0.4,3,3,1,0.8
2026-02-02T18:24:58.499952,34,1800,0.46,5,6,1,0.98
2026-02-02T18:24:58.535638,191,900,0.72,6,19,1,0.99
2026-02-02T18:25:01.501915,35,1200,0.17,5,2,0,0.49
2026-02-02T18:25:01.537009,192,200,0.65,0,15,0,0.48
2026-02-02T18:25:04.512418,36,200,0.43,5,13,0,0.67
2026-02-02T18:25:04.539688,193,1800,0.29,2,2,0,0.48
2026-02-02T18:25:07.505000,37,2500,0.5,4,20,1,0.97
2026-02-02T18:25:07.543335,194,900,0.64,3,16,1,0.99
2026-02-02T18:25:10.508171,38,2500,0.67,2,11,1,0.98
2026-02-02T18:25:10.541982,195,1800,0.78,1,11,1,0.96
2026-02-02T18:25:13.509895,39,900,0.68,0,9,1,0.74
2026-02-02T18:25:13.542770,196,1800,0.6,0,3,1,0.75
2026-02-02T18:25:16.525388,40,2500,0.92,6,16,1,0.99
2026-02-02T18:25:16.550857,197,1800,0.93,0,11,0,0.49
2026-02-02T18:25:19.512392,41,500,0.82,5,14,0,0.74
2026-02-02T18:25:19.546016,198,200,0.32,6,22,0,0.47
2026-02-02T18:25:22.510818,42,500,0.87,4,22,1,0.99
2026-02-02T18:25:22.548330,199,500,0.69,5,20,0,0.74
2026-02-02T18:25:25.517466,43,500,0.48,6,9,0,0.72
2026-02-02T18:25:25.560620,200,500,0.76,5,17,1,0.99
2026-02-02T18:25:28.525763,44,500,0.59,2,18,1,0.98
2026-02-02T18:25:28.559032,201,1800,0.49,3,2,1,0.98
2026-02-02T18:25:31.526846,45,200,0.41,4,19,1,0.91
2026-02-02T18:25:31.563057,202,1800,0.13,6,22,1,0.73
2026-02-02T18:25:34.523252,46,500,0.68,1,3,0,0.72
2026-02-02T18:25:34.557103,203,2500,0.38,6,17,1,0.79
2026-02-02T18:25:37.534145,47,1800,0.15,0,20,0,0.23
2026-02-02T18:25:37.564646,204,1200,0.45,3,21,0,0.68
2026-02-02T18:25:40.533184,48,1200,0.77,3,8,1,0.99
2026-02-02T18:25:40.578402,205,2500,0.79,3,21,1,0.99
2026-02-02T18:25:43.524741,49,1200,0.62,6,18,1,0.99
2026-02-02T18:25:43.565003,206,900,0.61,5,9,0,0.74
2026-02-02T18:25:46.527692,50,900,0.55,1,5,1,0.97
2026-02-02T18:25:46.559912,207,2500,0.87,6,2,1,1.0
2026-02-02T18:25:49.529669,51,200,0.7,4,9,0,0.73
2026-02-02T18:25:49.565142,208,200,0.28,3,4,1,0.73
2026-02-02T18:25:52.530147,52,2500,0.19,1,15,0,0.45
2026-02-02T18:25:52.569856,209,200,0.2,0,11,1,0.47
2026-02-02T18:25:55.527371,53,200,0.38,4,3,0,0.54
2026-02-02T18:25:55.571486,210,1200,0.4,2,13,1,0.78
2026-02-02T18:25:58.528174,54,500,0.51,5,9,0,0.74
2026-02-02T18:25:58.564679,211,2500,0.89,5,0,0,0.75
2026-02-02T18:26:01.532169,55,1200,0.71,5,18,0,0.74
2026-02-02T18:26:01.566054,212,500,0.77,0,13,1,0.74
2026-02-02T18:26:04.540544,56,2500,0.91,1,5,1,0.97
2026-02-02T18:26:04.567320,213,900,0.79,5,15,1,0.99
2026-02-02T18:26:07.534241,57,1800,0.33,5,2,0,0.49
2026-02-02T18:26:07.569112,214,900,0.98,4,9,0,0.74
2026-02-02T18:26:10.536095,58,1800,0.31,2,10,0,0.47
2026-02-02T18:26:10.569090,215,1200,0.75,5,23,0,0.74
2026-02-02T18:26:13.536600,59,900,0.17,0,7,0,0.23
2026-02-02T18:26:13.570288,216,1800,0.6,0,19,1,0.74
2026-02-02T18:26:16.537522,60,200,0.72,1,6,1,0.96
2026-02-02T18:26:16.571861,217,200,0.2,6,2,1,0.73
2026-02-02T18:26:19.547191,61,1200,0.57,1,22,1,0.96
2026-02-02T18:26:19.572577,218,200,0.32,5,14,0,0.47
2026-02-02T18:26:22.549959,62,1800,0.95,2,15,1,0.98
2026-02-02T18:26:22.574194,219,900,0.11,5,23,1,0.73
2026-02-02T18:26:25.542798,63,500,0.97,1,2,1,0.97
2026-02-02T18:26:25.575994,220,900,0.15,3,23,0,0.48
2026-02-02T18:26:28.544164,64,500,0.68,3,17,1,0.99
2026-02-02T18:26:28.577104,221,1800,0.29,5,8,0,0.48
2026-02-02T18:26:31.546911,65,500,0.79,3,10,0,0.74
2026-02-02T18:26:31.580925,222,1800,0.33,3,14,1,0.73
2026-02-02T18:26:34.549537,66,1200,0.27,5,6,0,0.49
2026-02-02T18:26:34.587926,223,500,0.63,3,4,0,0.75
2026-02-02T18:26:37.563322,67,1200,0.7,0,21,1,0.74
2026-02-02T18:26:37.594673,224,1800,0.95,2,21,1,0.98
2026-02-02T18:26:40.556239,68,500,0.52,3,23,0,0.74
2026-02-02T18:26:40.583540,225,500,0.46,5,19,0,0.72
2026-02-02T18:26:43.553886,69,2500,0.79,5,3,1,1.0
2026-02-02T18:26:43.584477,226,200,0.63,5,11,1,0.98
2026-02-02T18:26:46.555180,70,900,0.55,1,15,0,0.71
2026-02-02T18:26:46.591720,227,200,0.37,1,6,1,0.73
2026-02-02T18:26:49.561612,71,1800,0.41,1,21,0,0.64
2026-02-02T18:26:49.596391,228,1800,0.39,5,13,0,0.54
2026-02-02T18:26:52.575749,72,2500,0.48,4,22,0,0.72
2026-02-02T18:26:52.596675,229,1800,0.46,4,13,1,0.97
2026-02-02T18:26:55.557235,73,1200,0.41,5,20,0,0.67
2026-02-02T18:26:55.588004,230,500,0.96,4,10,1,0.99
2026-02-02T18:26:58.558505,74,2500,0.7,3,12,0,0.74
2026-02-02T18:26:58.589499,231,500,0.77,6,21,0,0.74
2026-02-02T18:27:01.561475,75,1200,0.75,1,3,0,0.72
2026-02-02T18:27:01.592784,232,200,0.18,1,21,1,0.69
2026-02-02T18:27:04.580060,76,900,0.66,5,23,1,0.99
2026-02-02T18:27:04.599652,233,2500,0.11,2,20,0,0.47
2026-02-02T18:27:07.579268,77,200,0.65,5,0,0,0.74
2026-02-02T18:27:07.601468,234,2500,0.39,5,4,1,0.8
2026-02-02T18:27:10.583938,78,1200,0.43,4,1,1,0.94
2026-02-02T18:27:10.601788,235,1800,0.92,4,4,1,1.0
2026-02-02T18:27:13.573670,79,200,0.97,3,10,0,0.73
2026-02-02T18:27:13.599707,236,500,0.93,3,20,1,0.99
2026-02-02T18:27:16.576537,80,2500,0.43,3,12,0,0.68
2026-02-02T18:27:16.601874,237,500,0.28,0,19,1,0.48
2026-02-02T18:27:19.580163,81,2500,0.87,2,4,0,0.74
2026-02-02T18:27:19.604165,238,1800,0.42,3,0,1,0.93
2026-02-02T18:27:22.576397,82,500,0.59,4,9,0,0.74
2026-02-02T18:27:22.604247,239,1800,0.26,5,14,0,0.48
2026-02-02T18:27:25.588268,83,1800,0.5,0,8,0,0.47
2026-02-02T18:27:25.609115,240,200,0.45,1,23,1,0.89
2026-02-02T18:27:28.594129,84,200,0.63,0,22,1,0.73
2026-02-02T18:27:28.610794,241,1800,0.13,1,15,0,0.45
2026-02-02T18:27:31.582508,85,1200,0.87,0,1,0,0.5
2026-02-02T18:27:31.610192,242,900,0.88,6,5,1,1.0
2026-02-02T18:27:34.581536,86,500,0.68,5,22,0,0.74
2026-02-02T18:27:34.607284,243,2500,0.86,4,20,0,0.74
2026-02-02T18:27:37.583895,87,900,0.81,1,7,0,0.71
2026-02-02T18:27:37.627048,244,2500,0.57,0,18,0,0.49
2026-02-02T18:27:40.585733,88,200,0.2,4,14,0,0.47
2026-02-02T18:27:40.613266,245,1800,0.22,4,7,1,0.73
2026-02-02T18:27:43.599390,89,200,0.6,0,9,0,0.48
2026-02-02T18:27:43.625368,246,1200,0.49,0,11,1,0.72
2026-02-02T18:27:46.586723,90,200,0.38,1,17,1,0.75
2026-02-02T18:27:46.657201,247,500,0.37,5,17,1,0.76
2026-02-02T18:27:49.600299,91,900,0.29,1,20,1,0.7
2026-02-02T18:27:49.668027,248,500,0.8,0,12,0,0.49
